cell_id,cycle_index,normalized_cycle,split,soh,capacity_loss,Q_cell_loss
cell_001,51,0.26455026455026454,train,0.9651224431368254,0.03487755686317462,0.03487755686317462
cell_001,52,0.2698412698412698,train,0.9649672019485239,0.03503279805147608,0.03503279805147608
cell_001,53,0.2751322751322751,train,0.9644203336770939,0.0355796663229061,0.0355796663229061
cell_001,54,0.2804232804232804,train,0.9648965711840667,0.03510342881593331,0.03510342881593331
cell_001,55,0.2857142857142857,train,0.9638260829001545,0.03617391709984552,0.03617391709984552
cell_001,56,0.291005291005291,train,0.9628183784767833,0.03718162152321669,0.03718162152321669
cell_001,57,0.2962962962962963,train,0.9610541017714463,0.038945898228553655,0.038945898228553655
cell_001,58,0.30158730158730157,train,0.9620885710720151,0.037911428927984936,0.037911428927984936
cell_001,59,0.30687830687830686,train,0.9626977562837322,0.03730224371626778,0.03730224371626778
cell_001,60,0.31216931216931215,train,0.9589981710894104,0.041001828910589566,0.041001828910589566
cell_001,61,0.31746031746031744,train,0.9612566111386847,0.03874338886131534,0.03874338886131534
cell_001,62,0.32275132275132273,train,0.9609645080495739,0.039035491950426104,0.039035491950426104
cell_001,63,0.328042328042328,train,0.9587117780670761,0.04128822193292392,0.04128822193292392
cell_001,64,0.3333333333333333,train,0.9580968875680116,0.04190311243198841,0.04190311243198841
cell_001,65,0.3386243386243386,train,0.959166712363428,0.04083328763657201,0.04083328763657201
cell_001,66,0.3439153439153439,train,0.9579652801117188,0.042034719888281225,0.042034719888281225
cell_001,67,0.3492063492063492,train,0.9559365322925342,0.04406346770746583,0.04406346770746583
cell_001,68,0.3544973544973545,train,0.9572568266757547,0.042743173324245265,0.042743173324245265
cell_001,69,0.35978835978835977,train,0.9596509609644484,0.04034903903555165,0.04034903903555165
cell_001,70,0.36507936507936506,train,0.9576506309110172,0.04234936908898279,0.04234936908898279
cell_001,71,0.37037037037037035,train,0.9534765425979842,0.0465234574020158,0.0465234574020158
cell_001,72,0.37566137566137564,train,0.949866497672989,0.05013350232701097,0.05013350232701097
cell_001,73,0.38095238095238093,train,0.9517663267097123,0.048233673290287715,0.048233673290287715
cell_001,74,0.3862433862433862,train,0.954065082741622,0.04593491725837795,0.04593491725837795
cell_001,75,0.3915343915343915,train,0.9534588662614998,0.04654113373850022,0.04654113373850022
cell_001,76,0.3968253968253968,train,0.9522455235703279,0.04775447642967212,0.04775447642967212
cell_001,77,0.4021164021164021,train,0.9519044143493046,0.04809558565069538,0.04809558565069538
cell_001,78,0.4074074074074074,train,0.9522742886701088,0.04772571132989123,0.04772571132989123
cell_001,79,0.4126984126984127,train,0.9510170997201488,0.048982900279851194,0.048982900279851194
cell_001,80,0.41798941798941797,train,0.9499366351136428,0.05006336488635721,0.05006336488635721
cell_001,81,0.42328042328042326,train,0.9463085118540087,0.05369148814599134,0.05369148814599134
cell_001,82,0.42857142857142855,train,0.9449772955443374,0.0550227044556626,0.0550227044556626
cell_001,83,0.43386243386243384,train,0.9447962816731122,0.05520371832688775,0.05520371832688775
cell_001,84,0.43915343915343913,train,0.9449308480774795,0.05506915192252049,0.05506915192252049
cell_001,85,0.4444444444444444,train,0.9430936987783226,0.05690630122167739,0.05690630122167739
cell_001,86,0.4497354497354497,train,0.943625801743436,0.05637419825656398,0.05637419825656398
cell_001,87,0.455026455026455,train,0.9436755980178761,0.05632440198212385,0.05632440198212385
cell_001,88,0.4603174603174603,train,0.9436454002495505,0.05635459975044954,0.05635459975044954
cell_001,89,0.4656084656084656,train,0.9398620700707394,0.06013792992926059,0.06013792992926059
cell_001,90,0.4708994708994709,train,0.9406969426032321,0.05930305739676789,0.05930305739676789
cell_001,91,0.47619047619047616,train,0.9406230204821087,0.05937697951789134,0.05937697951789134
cell_001,92,0.48148148148148145,train,0.9417975639346068,0.058202436065393215,0.058202436065393215
cell_001,93,0.48677248677248675,train,0.9386475684615502,0.061352431538449825,0.061352431538449825
cell_001,94,0.49206349206349204,train,0.936954673646806,0.06304532635319404,0.06304532635319404
cell_001,95,0.4973544973544973,train,0.9376404572775044,0.06235954272249555,0.06235954272249555
cell_001,96,0.5026455026455027,train,0.9396328241669516,0.0603671758330484,0.0603671758330484
cell_001,97,0.5079365079365079,train,0.9348693078408945,0.0651306921591055,0.0651306921591055
cell_001,98,0.5132275132275133,train,0.9361989784423119,0.06380102155768808,0.06380102155768808
cell_001,99,0.5185185185185185,train,0.9377463544013496,0.06225364559865043,0.06225364559865043
cell_001,100,0.5238095238095238,train,0.9358212183305847,0.06417878166941526,0.06417878166941526
cell_001,101,0.5291005291005291,train,0.9345404418397171,0.06545955816028293,0.06545955816028293
cell_001,102,0.5343915343915344,train,0.9337007830244337,0.06629921697556629,0.06629921697556629
cell_001,103,0.5396825396825397,train,0.9347828458178861,0.06521715418211393,0.06521715418211393
cell_001,104,0.544973544973545,train,0.9327556819487562,0.06724431805124376,0.06724431805124376
cell_001,105,0.5502645502645502,train,0.9309868793131039,0.06901312068689613,0.06901312068689613
cell_001,106,0.5555555555555556,train,0.9310436763138351,0.06895632368616489,0.06895632368616489
cell_001,107,0.5608465608465608,train,0.9316276466801198,0.06837235331988023,0.06837235331988023
cell_001,108,0.5661375661375662,train,0.9307992044830059,0.0692007955169941,0.0692007955169941
cell_001,109,0.5714285714285714,train,0.9304742889918602,0.06952571100813976,0.06952571100813976
cell_001,110,0.5767195767195767,train,0.931474341225586,0.06852565877441397,0.06852565877441397
cell_001,111,0.582010582010582,train,0.9311346572611949,0.06886534273880507,0.06886534273880507
cell_001,112,0.5873015873015873,train,0.9302332043872125,0.06976679561278754,0.06976679561278754
cell_001,113,0.5925925925925926,train,0.9305926397975768,0.06940736020242322,0.06940736020242322
cell_001,114,0.5978835978835979,train,0.9280226977820561,0.07197730221794385,0.07197730221794385
cell_001,115,0.6031746031746031,train,0.9258239467276718,0.07417605327232824,0.07417605327232824
cell_001,116,0.6084656084656085,train,0.9265281324468427,0.07347186755315727,0.07347186755315727
cell_001,117,0.6137566137566137,train,0.9258231048013164,0.07417689519868365,0.07417689519868365
cell_001,118,0.6190476190476191,train,0.9284396592666443,0.07156034073335571,0.07156034073335571
cell_001,119,0.6243386243386243,train,0.9259129140225574,0.07408708597744262,0.07408708597744262
cell_001,120,0.6296296296296297,train,0.9238817912963772,0.07611820870362285,0.07611820870362285
cell_001,121,0.6349206349206349,train,0.9243726165543059,0.07562738344569409,0.07562738344569409
cell_001,122,0.6402116402116402,train,0.9230538400851971,0.07694615991480291,0.07694615991480291
cell_001,123,0.6455026455026455,train,0.9237016659730413,0.07629833402695874,0.07629833402695874
cell_001,124,0.6507936507936508,train,0.9195470067241457,0.08045299327585431,0.08045299327585431
cell_001,125,0.656084656084656,train,0.9202309448919751,0.0797690551080249,0.0797690551080249
cell_001,126,0.6613756613756614,train,0.9193479415439143,0.0806520584560857,0.0806520584560857
cell_001,127,0.6666666666666666,train,0.9178669197835355,0.08213308021646448,0.08213308021646448
cell_001,128,0.671957671957672,train,0.9172054722872889,0.08279452771271112,0.08279452771271112
cell_001,129,0.6772486772486772,train,0.9173085344870192,0.08269146551298079,0.08269146551298079
cell_001,130,0.6825396825396826,train,0.9181039664696633,0.0818960335303367,0.0818960335303367
cell_001,131,0.6878306878306878,train,0.9173529014399304,0.08264709856006958,0.08264709856006958
cell_001,132,0.6931216931216931,train,0.9163997731703005,0.08360022682969948,0.08360022682969948
cell_001,133,0.6984126984126984,train,0.9173159921038011,0.0826840078961989,0.0826840078961989
cell_001,134,0.7037037037037037,train,0.9142010992760018,0.0857989007239982,0.0857989007239982
cell_001,135,0.708994708994709,train,0.9155507186226145,0.0844492813773855,0.0844492813773855
cell_001,136,0.7142857142857143,train,0.9136201362263293,0.08637986377367068,0.08637986377367068
cell_001,137,0.7195767195767195,train,0.9148592638425017,0.08514073615749829,0.08514073615749829
cell_001,138,0.7248677248677249,train,0.914629481272089,0.08537051872791102,0.08537051872791102
cell_001,139,0.7301587301587301,train,0.9131417876415573,0.08685821235844271,0.08685821235844271
cell_001,140,0.7354497354497355,train,0.9142924716955219,0.08570752830447814,0.08570752830447814
cell_001,141,0.7407407407407407,train,0.9091349503195247,0.09086504968047526,0.09086504968047526
cell_001,142,0.746031746031746,train,0.9088781676898314,0.09112183231016857,0.09112183231016857
cell_001,143,0.7513227513227513,train,0.9091000245091977,0.09089997549080231,0.09089997549080231
cell_001,144,0.7566137566137566,train,0.9095587460655653,0.0904412539344347,0.0904412539344347
cell_001,145,0.7619047619047619,train,0.9057977706308376,0.09420222936916245,0.09420222936916245
cell_001,146,0.7671957671957672,train,0.9065759747506374,0.09342402524936255,0.09342402524936255
cell_001,147,0.7724867724867724,train,0.907672131470746,0.09232786852925401,0.09232786852925401
cell_001,148,0.7777777777777778,train,0.9062069386081777,0.09379306139182231,0.09379306139182231
cell_001,149,0.783068783068783,train,0.905553841125103,0.09444615887489705,0.09444615887489705
cell_001,150,0.7883597883597884,train,0.9061961661677587,0.09380383383224133,0.09380383383224133
cell_001,151,0.7936507936507936,train,0.9054918061881652,0.09450819381183484,0.09450819381183484
cell_001,152,0.798941798941799,train,0.9028395374839022,0.09716046251609778,0.09716046251609778
cell_001,153,0.8042328042328042,train,0.9003275989409716,0.09967240105902841,0.09967240105902841
cell_001,154,0.8095238095238095,train,0.9024926925955596,0.09750730740444036,0.09750730740444036
cell_001,155,0.8148148148148148,train,0.9006532270537476,0.09934677294625238,0.09934677294625238
cell_001,156,0.8201058201058201,train,0.9004624461647877,0.09953755383521234,0.09953755383521234
cell_001,157,0.8253968253968254,train,0.8997359813693082,0.10026401863069179,0.10026401863069179
cell_001,158,0.8306878306878307,train,0.9002563761267165,0.0997436238732835,0.0997436238732835
cell_001,159,0.8359788359788359,train,0.9001971135388592,0.09980288646114077,0.09980288646114077
cell_001,160,0.8412698412698413,train,0.8973612770511905,0.10263872294880949,0.10263872294880949
cell_001,161,0.8465608465608465,train,0.8956845048755155,0.10431549512448446,0.10431549512448446
cell_001,162,0.8518518518518519,train,0.8956224410704385,0.10437755892956146,0.10437755892956146
cell_001,163,0.8571428571428571,train,0.8951285785023525,0.1048714214976475,0.1048714214976475
cell_001,164,0.8624338624338624,train,0.894369424265521,0.10563057573447898,0.10563057573447898
cell_001,165,0.8677248677248677,train,0.8955205414967163,0.10447945850328366,0.10447945850328366
cell_001,166,0.873015873015873,train,0.8940161140659186,0.10598388593408137,0.10598388593408137
cell_001,167,0.8783068783068783,train,0.8952376564952417,0.10476234350475833,0.10476234350475833
cell_001,168,0.8835978835978836,train,0.8954348917260933,0.10456510827390675,0.10456510827390675
cell_001,169,0.8888888888888888,train,0.8944635991930368,0.10553640080696325,0.10553640080696325
cell_001,170,0.8941798941798942,train,0.8946106558604352,0.1053893441395648,0.1053893441395648
cell_001,171,0.8994708994708994,train,0.891762473740253,0.10823752625974703,0.10823752625974703
cell_001,172,0.9047619047619048,train,0.8937048387937904,0.10629516120620963,0.10629516120620963
cell_001,173,0.91005291005291,train,0.8903359924469849,0.10966400755301509,0.10966400755301509
cell_001,174,0.9153439153439153,train,0.8907208910816928,0.10927910891830717,0.10927910891830717
cell_001,175,0.9206349206349206,train,0.8924440679802723,0.10755593201972768,0.10755593201972768
cell_001,176,0.9259259259259259,train,0.8891363611357385,0.11086363886426154,0.11086363886426154
cell_001,177,0.9312169312169312,train,0.8909016734182086,0.10909832658179142,0.10909832658179142
cell_001,178,0.9365079365079365,train,0.8853131681929652,0.11468683180703476,0.11468683180703476
cell_001,179,0.9417989417989417,train,0.8857068962765415,0.11429310372345847,0.11429310372345847
cell_001,180,0.9470899470899471,train,0.8851939521021756,0.11480604789782445,0.11480604789782445
cell_001,181,0.9523809523809523,train,0.8859969641195944,0.11400303588040561,0.11400303588040561
cell_001,182,0.9576719576719577,train,0.8833427207966411,0.11665727920335889,0.11665727920335889
cell_001,183,0.9629629629629629,train,0.8830307114898165,0.11696928851018351,0.11696928851018351
cell_001,184,0.9682539682539683,train,0.8829044839878479,0.11709551601215207,0.11709551601215207
cell_001,185,0.9735449735449735,train,0.8830048033536352,0.11699519664636482,0.11699519664636482
cell_001,186,0.9788359788359788,train,0.8807077331764555,0.11929226682354455,0.11929226682354455
cell_001,187,0.9841269841269841,train,0.8819318173472646,0.11806818265273544,0.11806818265273544
cell_001,188,0.9894179894179894,train,0.8786020445878031,0.12139795541219689,0.12139795541219689
cell_001,189,0.9947089947089947,train,0.879493130134712,0.12050686986528802,0.12050686986528802
cell_001,190,1.0,train,0.8760346809862349,0.12396531901376506,0.12396531901376506
cell_002,1,0.0,train,0.984350191416239,0.01564980858376097,0.01564980858376097
cell_002,2,0.004291845493562232,train,0.9791358349540097,0.020864165045990313,0.020864165045990313
cell_002,3,0.008583690987124463,train,0.9823550087495424,0.017644991250457598,0.017644991250457598
cell_002,4,0.012875536480686695,train,0.9821569576052143,0.017843042394785735,0.017843042394785735
cell_002,5,0.017167381974248927,train,0.9797221719092035,0.02027782809079648,0.02027782809079648
cell_002,6,0.02145922746781116,train,0.9792005300497546,0.020799469950245397,0.020799469950245397
cell_002,7,0.02575107296137339,train,0.9789966775568378,0.021003322443162165,0.021003322443162165
cell_002,8,0.030042918454935622,train,0.9782138230965914,0.02178617690340856,0.02178617690340856
cell_002,9,0.034334763948497854,train,0.9775307822610892,0.02246921773891075,0.02246921773891075
cell_002,10,0.03862660944206009,train,0.9749993679211518,0.025000632078848173,0.025000632078848173
cell_002,11,0.04291845493562232,train,0.9762571042220235,0.023742895777976503,0.023742895777976503
cell_002,12,0.04721030042918455,train,0.9734881431486176,0.026511856851382354,0.026511856851382354
cell_002,13,0.05150214592274678,train,0.9737857207386909,0.026214279261309148,0.026214279261309148
cell_002,14,0.055793991416309016,train,0.9700045532555358,0.029995446744464194,0.029995446744464194
cell_002,15,0.060085836909871244,train,0.9705039813588887,0.029496018641111288,0.029496018641111288
cell_002,16,0.06437768240343347,train,0.9700574285887584,0.02994257141124157,0.02994257141124157
cell_002,17,0.06866952789699571,train,0.9691594080511059,0.030840591948894103,0.030840591948894103
cell_002,18,0.07296137339055794,train,0.9694741434600515,0.030525856539948548,0.030525856539948548
cell_002,19,0.07725321888412018,train,0.9674267628236058,0.032573237176394154,0.032573237176394154
cell_002,20,0.0815450643776824,train,0.9669141302037411,0.03308586979625894,0.03308586979625894
cell_002,21,0.08583690987124463,train,0.964802754403468,0.035197245596532034,0.035197245596532034
cell_002,22,0.09012875536480687,train,0.9616861872417607,0.03831381275823931,0.03831381275823931
cell_002,23,0.0944206008583691,train,0.9638182206384895,0.03618177936151046,0.03618177936151046
cell_002,24,0.09871244635193133,train,0.9603504747992895,0.03964952520071052,0.03964952520071052
cell_002,25,0.10300429184549356,train,0.9634816109053109,0.036518389094689074,0.036518389094689074
cell_002,26,0.1072961373390558,train,0.9594606553026049,0.04053934469739506,0.04053934469739506
cell_002,27,0.11158798283261803,train,0.9590490503054415,0.04095094969455848,0.04095094969455848
cell_002,28,0.11587982832618025,train,0.9582638901697852,0.04173610983021481,0.04173610983021481
cell_002,29,0.12017167381974249,train,0.9596888271947573,0.04031117280524266,0.04031117280524266
cell_002,30,0.12446351931330472,train,0.9551716705005063,0.04482832949949367,0.04482832949949367
cell_002,31,0.12875536480686695,train,0.952506170515561,0.04749382948443903,0.04749382948443903
cell_002,32,0.13304721030042918,train,0.952111849402992,0.04788815059700802,0.04788815059700802
cell_002,33,0.13733905579399142,train,0.9538620646335062,0.0461379353664938,0.0461379353664938
cell_002,34,0.14163090128755365,train,0.9534523799317826,0.04654762006821744,0.04654762006821744
cell_002,35,0.1459227467811159,train,0.9526979369315052,0.047302063068494826,0.047302063068494826
cell_002,36,0.15021459227467812,train,0.9516256317918098,0.04837436820819019,0.04837436820819019
cell_002,37,0.15450643776824036,train,0.9515699770830738,0.04843002291692622,0.04843002291692622
cell_002,38,0.15879828326180256,train,0.9480057382917859,0.051994261708214085,0.051994261708214085
cell_002,39,0.1630901287553648,train,0.945441527744823,0.05455847225517696,0.05455847225517696
cell_002,40,0.16738197424892703,train,0.9454564676965455,0.054543532303454545,0.054543532303454545
cell_002,41,0.17167381974248927,train,0.9445282138544836,0.0554717861455164,0.0554717861455164
cell_002,42,0.1759656652360515,train,0.9466903947181411,0.05330960528185891,0.05330960528185891
cell_002,43,0.18025751072961374,train,0.944503537248864,0.055496462751135955,0.055496462751135955
cell_002,44,0.18454935622317598,train,0.9441779546103486,0.05582204538965141,0.05582204538965141
cell_002,45,0.1888412017167382,train,0.9426564551985318,0.057343544801468194,0.057343544801468194
cell_002,46,0.19313304721030042,train,0.9420815052307937,0.0579184947692063,0.0579184947692063
cell_002,47,0.19742489270386265,train,0.9403585919914537,0.05964140800854634,0.05964140800854634
cell_002,48,0.2017167381974249,train,0.9394949345378223,0.06050506546217771,0.06050506546217771
cell_002,49,0.20600858369098712,train,0.9394794391770058,0.060520560822994174,0.060520560822994174
cell_002,50,0.21030042918454936,train,0.9384510423944461,0.0615489576055539,0.0615489576055539
cell_002,51,0.2145922746781116,train,0.9370266968267902,0.06297330317320982,0.06297330317320982
cell_002,52,0.21888412017167383,train,0.9378903591228762,0.062109640877123784,0.062109640877123784
cell_002,53,0.22317596566523606,train,0.9359663289194123,0.06403367108058766,0.06403367108058766
cell_002,54,0.22746781115879827,train,0.9340983230607316,0.0659016769392684,0.0659016769392684
cell_002,55,0.2317596566523605,train,0.9317999144482076,0.06820008555179236,0.06820008555179236
cell_002,56,0.23605150214592274,train,0.9317433220544429,0.06825667794555712,0.06825667794555712
cell_002,57,0.24034334763948498,train,0.9282622272975798,0.07173777270242021,0.07173777270242021
cell_002,58,0.2446351931330472,train,0.9317428601977765,0.06825713980222348,0.06825713980222348
cell_002,59,0.24892703862660945,train,0.9311145687563211,0.06888543124367885,0.06888543124367885
cell_002,60,0.2532188841201717,train,0.9301407507627841,0.06985924923721587,0.06985924923721587
cell_002,61,0.2575107296137339,train,0.9281874944903229,0.0718125055096771,0.0718125055096771
cell_002,62,0.26180257510729615,train,0.9259982125063959,0.07400178749360409,0.07400178749360409
cell_002,63,0.26609442060085836,train,0.9246768518150726,0.07532314818492736,0.07532314818492736
cell_002,64,0.2703862660944206,train,0.9233852549327711,0.07661474506722887,0.07661474506722887
cell_002,65,0.27467811158798283,train,0.9226561509642449,0.07734384903575509,0.07734384903575509
cell_002,66,0.27896995708154504,train,0.9209783009781487,0.0790216990218513,0.0790216990218513
cell_002,67,0.2832618025751073,train,0.920364002960911,0.07963599703908897,0.07963599703908897
cell_002,68,0.2875536480686695,train,0.9180136050816992,0.08198639491830084,0.08198639491830084
cell_002,69,0.2918454935622318,train,0.9207891973633395,0.07921080263666047,0.07921080263666047
cell_002,70,0.296137339055794,train,0.917485269047436,0.08251473095256401,0.08251473095256401
cell_002,71,0.30042918454935624,train,0.9161720939991189,0.08382790600088108,0.08382790600088108
cell_002,72,0.30472103004291845,train,0.915576830725796,0.08442316927420401,0.08442316927420401
cell_002,73,0.3090128755364807,train,0.9170566663107109,0.08294333368928908,0.08294333368928908
cell_002,74,0.3133047210300429,train,0.9185163843137026,0.08148361568629736,0.08148361568629736
cell_002,75,0.31759656652360513,train,0.9145065752833688,0.08549342471663124,0.08549342471663124
cell_002,76,0.3218884120171674,train,0.9152578240192855,0.08474217598071454,0.08474217598071454
cell_002,77,0.3261802575107296,train,0.9139302162164943,0.08606978378350572,0.08606978378350572
cell_002,78,0.33047210300429186,train,0.9135962515804779,0.08640374841952214,0.08640374841952214
cell_002,79,0.33476394849785407,train,0.9122873191744929,0.0877126808255071,0.0877126808255071
cell_002,80,0.33905579399141633,train,0.9109992279400227,0.08900077205997725,0.08900077205997725
cell_002,81,0.34334763948497854,train,0.9088960225536734,0.09110397744632659,0.09110397744632659
cell_002,82,0.34763948497854075,train,0.9072727758947811,0.09272722410521894,0.09272722410521894
cell_002,83,0.351931330472103,train,0.9068082340320825,0.09319176596791745,0.09319176596791745
cell_002,84,0.3562231759656652,train,0.9036782236767947,0.09632177632320527,0.09632177632320527
cell_002,85,0.3605150214592275,train,0.9053869499825061,0.09461305001749387,0.09461305001749387
cell_002,86,0.3648068669527897,train,0.9042606753838248,0.09573932461617518,0.09573932461617518
cell_002,87,0.36909871244635195,train,0.9025787563806272,0.09742124361937277,0.09742124361937277
cell_002,88,0.37339055793991416,train,0.9026352295320255,0.09736477046797454,0.09736477046797454
cell_002,89,0.3776824034334764,train,0.9020367495130815,0.09796325048691845,0.09796325048691845
cell_002,90,0.38197424892703863,train,0.901325157225751,0.09867484277424898,0.09867484277424898
cell_002,91,0.38626609442060084,train,0.9000853126619139,0.09991468733808606,0.09991468733808606
cell_002,92,0.3905579399141631,train,0.8994900634328451,0.1005099365671549,0.1005099365671549
cell_002,93,0.3948497854077253,train,0.8981219497646389,0.10187805023536112,0.10187805023536112
cell_002,94,0.39914163090128757,train,0.8950771572069816,0.10492284279301844,0.10492284279301844
cell_002,95,0.4034334763948498,train,0.8961111250114772,0.10388887498852284,0.10388887498852284
cell_002,96,0.40772532188841204,train,0.8938096420471435,0.10619035795285647,0.10619035795285647
cell_002,97,0.41201716738197425,train,0.8939722474637596,0.10602775253624042,0.10602775253624042
cell_002,98,0.41630901287553645,train,0.8935843914528044,0.10641560854719556,0.10641560854719556
cell_002,99,0.4206008583690987,train,0.8925857696943051,0.10741423030569486,0.10741423030569486
cell_002,100,0.4248927038626609,train,0.8940647781076205,0.10593522189237947,0.10593522189237947
cell_002,101,0.4291845493562232,train,0.8928842011319083,0.10711579886809175,0.10711579886809175
cell_002,102,0.4334763948497854,train,0.8899571519568347,0.11004284804316533,0.11004284804316533
cell_002,103,0.43776824034334766,train,0.8915896991187761,0.10841030088122394,0.10841030088122394
cell_002,104,0.44206008583690987,train,0.8885713173974418,0.11142868260255823,0.11142868260255823
cell_002,105,0.44635193133047213,train,0.8863190230681469,0.11368097693185308,0.11368097693185308
cell_002,106,0.45064377682403434,train,0.8870767077232841,0.11292329227671594,0.11292329227671594
cell_002,107,0.45493562231759654,train,0.8856038657900217,0.1143961342099783,0.1143961342099783
cell_002,108,0.4592274678111588,train,0.883187977333165,0.11681202266683499,0.11681202266683499
cell_002,109,0.463519313304721,train,0.884558121177535,0.11544187882246504,0.11544187882246504
cell_002,110,0.4678111587982833,train,0.8842658319121184,0.11573416808788162,0.11573416808788162
cell_002,111,0.4721030042918455,train,0.883036458694294,0.11696354130570596,0.11696354130570596
cell_002,112,0.47639484978540775,train,0.8816071912928087,0.11839280870719127,0.11839280870719127
cell_002,113,0.48068669527896996,train,0.8818599629231201,0.11814003707687992,0.11814003707687992
cell_002,114,0.48497854077253216,train,0.8805165648071052,0.11948343519289484,0.11948343519289484
cell_002,115,0.4892703862660944,train,0.8783047934572009,0.12169520654279908,0.12169520654279908
cell_002,116,0.49356223175965663,train,0.8743197982966695,0.1256802017033305,0.1256802017033305
cell_002,117,0.4978540772532189,train,0.8715221096037674,0.12847789039623259,0.12847789039623259
cell_002,118,0.5021459227467812,train,0.871609381023604,0.12839061897639603,0.12839061897639603
cell_002,119,0.5064377682403434,train,0.8703542707671053,0.12964572923289475,0.12964572923289475
cell_002,120,0.5107296137339056,train,0.8702286960529942,0.12977130394700576,0.12977130394700576
