cell_id,cycle_index,current_mean,current_standard_deviation,current_kurtosis,current_skewness,current_window_charging_time,current_window_accumulated_charge,current_curve_slope,current_curve_entropy,voltage_mean,voltage_standard_deviation,voltage_kurtosis,voltage_skewness,voltage_window_charging_time,voltage_window_accumulated_charge,voltage_curve_slope,voltage_curve_entropy,chemistry_code,nominal_capacity_ah,upper_cutoff_voltage,lower_cutoff_voltage,ambient_temperature_c,protocol_code,cell_age_group
cell_001,11,0.29253037573948876,0.011125722250506856,2.3850215285998146,0.13209413755416746,849.3659501197518,0.4401491156507608,-0.005031570300088462,3.1632054708273802,4.046605655015113,0.026790069893518696,2.569914570603697,-0.08473829754651124,759.2102514723665,0.535152751497269,0.002698710203176266,2.9893050510169017,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,12,0.2863606394224793,0.012245967879481033,2.3736921879111827,0.1439696324559604,842.296482203139,0.4414254422300465,-0.006190432690940858,3.1793082721789654,4.040555471865065,0.022890571683015733,2.561225339645099,-0.08484759416841567,757.4252618182289,0.5338853904808105,0.003989876561268938,2.980053684819032,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,13,0.3111050790827676,0.014943302394472282,2.390198074384789,0.12672090493760219,838.5090991173754,0.4380193324050164,-0.003084530146327517,3.1825743103486133,4.039772262967664,0.024743556606593112,2.576864780561807,-0.05289490215624107,762.2210263504927,0.5353127353803799,0.003574065677547865,2.9717807212828955,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,14,0.29345721999894064,0.017534236490765624,2.357997671822673,0.12159987296182309,831.1656881352161,0.43795758873955276,-0.004886432283560495,3.1753504952589426,4.039975476541322,0.02456952967407612,2.5504072130401467,-0.09865971988922274,763.8563989240447,0.533401615225159,0.0024909623980762484,3.002488589466578,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,15,0.2566515757507293,0.011415466333521855,2.3734595325823964,0.14727082693106516,835.7170510812327,0.4384913465193817,-0.002300353128042017,3.184027299438329,4.04196319613264,0.02425795520867764,2.5541201348728646,-0.08351564757037885,751.4446261211095,0.5399357094110109,0.0031601127163846023,2.987993271493252,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,16,0.28934571205536613,0.01419762628618274,2.3695460229962277,0.12819115347986348,837.7403591084218,0.4402471305187982,-0.003515832003414029,3.203673146695654,4.046122281677529,0.025045034736892933,2.563084631327451,-0.09394692421339972,758.5610964987435,0.5397114053651014,0.004592441503371772,2.9685672079356213,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,17,0.29637488434440357,0.009026041268339878,2.3617940013120085,0.13167595658609155,842.4537219380154,0.4377877434900116,-0.0035437203227153113,3.177722747794655,4.042663223114985,0.026591709454548182,2.5390415617769975,-0.08443785022750828,754.3704576821174,0.5395449440526453,0.0034481647186427105,2.9690731399940207,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,18,0.3276449382620982,0.007699535681972491,2.383901693563544,0.12567666893647597,842.6132236280994,0.43463845735654033,-0.003890382674447558,3.196426521352739,4.043272836901174,0.02705496011895891,2.590894057196598,-0.07740237044386504,762.1608093378668,0.5396130440697796,0.005112429277274231,2.9833034978192905,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,19,0.2665206644533597,0.017066795897380346,2.352207125450146,0.13895705693091176,842.6038537024211,0.442381186555087,-0.002438847273415846,3.2033017232088166,4.043281799492728,0.022645550064498043,2.574659703944213,-0.09629064942030044,752.4750252368843,0.5431076036495892,0.004877920250963674,2.980505103221618,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,20,0.28408321945536874,0.009353689524207426,2.361520535638923,0.13467424652003504,851.1218884751693,0.43976320571072014,-0.006635244758058673,3.187666243199457,4.041227846976958,0.025517590593817367,2.598774373698202,-0.10734453515857677,753.1521607412161,0.5390825249071237,0.0018959431448804871,3.00170529272736,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,21,0.3042158611344612,0.011688178652581486,2.385104247373094,0.1432082336551673,845.923608897483,0.4384699799154162,-0.003133942692572122,3.174228779514414,4.040812630346299,0.02471760913637546,2.581916016067366,-0.07251092308875677,750.8825342685376,0.536569555544505,0.006064252916271693,2.9813621145151847,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,22,0.2875367497990409,0.017065699698602336,2.3732857129593996,0.14696347707851937,850.1857470416172,0.4402568999131407,-0.0027822338421721305,3.2116578166001752,4.0402761033348495,0.02231304106929105,2.599439879207486,-0.08977137392094661,756.9186974556012,0.5412878438697066,0.0018914028419473043,2.977797910964106,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,23,0.2619830783083599,0.015874180200725646,2.382577566304592,0.13596762805077287,838.870498080382,0.42827993958396965,-0.003507434213659172,3.1812918809170863,4.041284334905165,0.026149495672100505,2.5805146301834196,-0.07678039669773688,758.3786346936675,0.5378411588361441,0.0031542292038106404,2.9888359678243006,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,24,0.3022469479148914,0.012755833786282355,2.382191478169907,0.12948291799131414,845.4480651681946,0.4399137847304795,-0.006276325093724729,3.1713350155340385,4.037107701697262,0.021937704910108376,2.5690443168867527,-0.07664180852955675,755.6243025886594,0.5369047343368392,0.005580090900653091,3.001987757614819,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,25,0.3152560768746654,0.014580389082540399,2.360830514089836,0.12593751637837602,838.1447975874431,0.4335951103900625,-0.004051058639401373,3.195413684162882,4.044327689247706,0.023249621055266134,2.5838659441248413,-0.09715808247764637,759.1859937868775,0.5356288466277788,0.0016024727816266993,2.998542399398652,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,26,0.26760327694397623,0.010521161748535136,2.364418824862635,0.13811363698961943,845.7653461989407,0.4377313689442015,-0.0030926487574983175,3.202095119822772,4.039367004800831,0.023199409553681393,2.5936851387513955,-0.08960237402633585,762.5884025108757,0.5371626228528387,0.003940560369603285,2.993994018246915,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,27,0.3330172855433279,0.01440773906730838,2.376370042498961,0.1445717368322875,841.0006885566612,0.43829954465451526,-0.003568897190652018,3.189154459072165,4.038820285385327,0.022872692890882968,2.5499018131111932,-0.09777181024834272,754.4214471930369,0.535373901584165,0.006714007400802274,2.99949608586654,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,28,0.28899077585528576,0.013059310228361392,2.370850089437387,0.13577716281660654,850.4868207846755,0.4351299037401111,-0.0021457406862016,3.174624431566403,4.0400189188026525,0.028791621821490653,2.582661954352392,-0.06995016550108953,758.2040852952762,0.5376894602581976,0.0040511279453706965,2.9897079537298565,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,29,0.29052326108643295,0.011646359219524787,2.3867875899497366,0.14669641510375736,849.8471403037742,0.43495906678410534,-0.003007208690737454,3.1851071556783674,4.0417826504641114,0.022854818823932466,2.575814069167231,-0.10946601561002406,751.6249052325137,0.540108672985047,0.005375767447138621,2.9856262720605855,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,30,0.2050535301527614,0.013025081786780461,2.415750874821634,0.14019682950091453,845.7693006561207,0.4372153782018083,-0.005794312448309595,3.1865589295069183,4.03942348419346,0.02536948099962695,2.592152518411532,-0.08371362511639023,762.2887233488092,0.5320856317293764,0.005415046077900626,3.008159450616545,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,31,0.25659637507415567,0.019950973181075846,2.3745981972842447,0.15151666192686075,846.6859418073561,0.4406698845473701,-0.0034971567563571865,3.193284461842841,4.042624134813773,0.02502963176682555,2.5688931271821556,-0.09301136296200146,761.5442392419421,0.528730638667064,0.0050693454258381575,2.988818541027117,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,32,0.21904435228424918,0.012013400939232552,2.3499468660702583,0.1253891985861951,849.4055336995262,0.4352134883423139,-0.003975444057653915,3.187223520231899,4.040031926904232,0.023994872907141612,2.590517390149653,-0.07972715774618867,760.3416948735354,0.5370372996266832,0.004563217636948067,3.010999415761347,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,33,0.270767930270532,0.012278885057787394,2.3609499781774224,0.12113029967014319,843.7041286867642,0.43535971440848686,-0.003193835673693574,3.1903121278550417,4.037597725201524,0.02666427634160965,2.591511629413995,-0.08951119444700487,756.0485086592565,0.5367182047009343,0.004432912771657023,2.9799612205833648,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,34,0.2845851595506785,0.011867758990323142,2.380885761470063,0.11914555092800744,856.2289270102193,0.4399555444412428,-0.004008967485745776,3.19442147722447,4.033678847648002,0.02391253281365197,2.577880401110858,-0.10024444547403705,762.5959010970045,0.5417563517133483,0.0025860087517174174,2.9860072276013283,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,35,0.31797922452697247,0.010760466048982205,2.382106575124107,0.1565814888322729,840.0965647042761,0.43067153947936093,-0.004247518283210145,3.1846391950353428,4.040927810075154,0.025837938574060467,2.557934565573425,-0.08241059312262729,756.862235260653,0.5390295317811576,0.003339357310002511,2.988056219312431,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,36,0.2964896312213672,0.016874730122295928,2.3515142996467158,0.14212947921171035,843.5217781915816,0.4361447411291376,-0.0056118814062471305,3.195749683313916,4.03722471311522,0.023764265963548463,2.592019543587299,-0.08564928115119652,756.744811105426,0.5396328975516375,0.0035950661327876533,2.994233557742897,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,37,0.26152781745004877,0.01707601863447465,2.3703262771366727,0.1317353671927835,856.9728368739304,0.4313134159277458,-0.006974909916660525,3.209527244892645,4.044673448916421,0.025010852340215786,2.5563258418851857,-0.0922801263296717,758.5579605822895,0.5334436041807729,0.002690971369221846,2.999691278439651,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,38,0.23932831146677597,0.017977039271838635,2.411764629788105,0.13860154701739927,847.8896949725774,0.4344789272543814,-0.0028529584790007176,3.171856677378152,4.039168659425534,0.025054055635951297,2.608195715767194,-0.09095235132733223,767.5978042069005,0.5300080517754713,0.00501536419955825,2.9975801924008154,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,39,0.280434831804048,0.020145146314815184,2.3751877657972136,0.11846537665956976,850.7869897446104,0.43115293890938683,-0.004206288187292588,3.1921522142173053,4.034373902379148,0.023544668857637598,2.590720320681597,-0.09582315853353404,749.3495450561977,0.5362091008318932,0.0046286357268512475,2.9895920587301275,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,40,0.29627150341937813,0.01726888201037268,2.4192990646798105,0.14336317986213584,853.9828348482608,0.4333454464462325,-0.002666568913439818,3.2015209859563907,4.040628269465981,0.025173690938586353,2.579204916954891,-0.09611864823301726,765.4424289643036,0.5382339192015162,0.003667918754940258,2.9934234658124175,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,41,0.269118644286868,0.019387723776166217,2.345311206004483,0.12892754505143464,847.1833673588667,0.4257034174960005,-0.005074340058427547,3.183523108246459,4.037529983057605,0.027338297364455443,2.581522907365626,-0.10217502064813572,761.2297344577589,0.5368337397756863,0.002945602284061237,2.988540273224743,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,42,0.26951447954625407,0.018268529709114162,2.380879128598139,0.14623446470800514,845.6412650256879,0.4341615831330927,-0.0040390936987021175,3.1799404230905353,4.034516268977546,0.026728604615044865,2.580031919856889,-0.10204769341414785,760.9092062391238,0.5372081856480976,0.0011590922784507616,2.983048206164037,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,43,0.31092975619377783,0.017219753566420627,2.394428433537678,0.12626541250099388,846.2334165457795,0.4353202130551707,-0.003715850930359893,3.2014168003127326,4.037144961586134,0.026319500784544484,2.588026199011431,-0.08243551757007919,765.9146300414951,0.526610212134414,0.0012434670407162566,3.007039808534056,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,44,0.2488767668406055,0.009292432404965786,2.3832617177926907,0.14929517965283773,861.447051580617,0.4358879832822736,-0.004270644621996835,3.184174357638227,4.037932083164203,0.025429237276598023,2.5715039585836394,-0.06758591773830439,769.7628390267092,0.5370207771363713,0.003024031626597745,3.004909230244589,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,45,0.2851027125701635,0.02067651184677879,2.3921246626616335,0.14738789328280977,855.3349232233975,0.43513416785308456,-0.00620324081042679,3.1956057711419223,4.036542375151049,0.02411966502254542,2.608570616656698,-0.07146123008304274,768.0121403008445,0.5336879522546487,0.006127818763991912,2.9975367542234546,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,46,0.24624250373614365,0.017736382282618358,2.383634414292126,0.12472409888221515,852.1396323336237,0.43332784604757363,-0.0013430060948632257,3.2055941084784805,4.037570622958955,0.02627957672507823,2.586849523554998,-0.09389538597169832,757.3920686298848,0.5318864334737755,0.0032890823916964813,2.9867565763976196,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,47,0.28300173756005537,0.009880116847846326,2.3810699458342777,0.1511108570065235,858.4291434527557,0.4372238379005497,-0.0037490496597216223,3.186189081195468,4.034974564825527,0.026439841142674312,2.591730603476571,-0.07721808892570045,767.5090877678816,0.5318151848044357,0.002617527125883374,2.9955290874663105,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,48,0.2677335214836411,0.0144148879788933,2.387619418978406,0.13454659413192302,849.7010718058986,0.4343890133285785,-0.004368796901857478,3.1992325518279903,4.037836123779938,0.024480422866193934,2.5805282386039314,-0.07593396190084564,757.633384081068,0.5243238868884436,0.0017921357990909304,2.9992880097397814,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,49,0.2693934812109052,0.021079553075550077,2.3416960525666375,0.1452772285233288,862.1541610564427,0.42890023513848785,-0.004358858763973259,3.188625794198557,4.034942764014925,0.025658530870927017,2.6071163460361655,-0.07184696931999954,761.8257658298945,0.5386464081655419,0.00439718963587378,3.015603512030582,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,50,0.27516538856403383,0.018137971181196793,2.435364808553647,0.1509389535033189,850.2725716159911,0.43627761506478313,-0.004353721347002021,3.1923071845258693,4.038809670162301,0.026212049746283085,2.591997751873332,-0.09300079091836636,765.3011836093109,0.5329788526927601,0.001725221105611133,3.006336983225313,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,51,0.23522416329909124,0.016855231813869193,2.38718721143483,0.13427634642340336,859.6324498194894,0.42740061471104007,-0.00445516837422228,3.1925468916124857,4.036180696797372,0.026684773075492812,2.5754381012944947,-0.08571118898606903,764.888503014281,0.5239945743683694,0.0017313621835665914,3.0013524316619073,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,52,0.26837484433045056,0.017023983629966995,2.389687525106684,0.1531097279308585,849.1708970885634,0.4279454959018912,-0.005394858186165665,3.202693525896248,4.039057378467346,0.025731272571292887,2.5552907742967315,-0.11347945293174483,760.9261743180951,0.5287650806881006,0.003848444010081627,3.0019998688496066,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,53,0.2968136746767392,0.014765937907085741,2.372791582955292,0.14811085749632116,847.1529275194014,0.43346951997706,-0.0037755137240218653,3.1981742386118706,4.039699757799362,0.025509731643828467,2.6178577876702573,-0.09698016148842824,759.161740406227,0.5308710956182732,0.0029478725248761094,2.9952004843719213,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,54,0.2842538618114226,0.01495557880911037,2.402204520937894,0.1557837141575626,863.2202735182854,0.4340321013256608,-0.0020488112747753364,3.1783466096093616,4.035438853782402,0.02515219405510184,2.591368397910265,-0.10089828598359084,764.088537630692,0.5375338049199162,0.00417710368073685,3.00565778234037,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,55,0.27180506605248017,0.01739071990715443,2.394250931761638,0.156385952945172,864.8925676491831,0.4329727695947296,-0.003124567062649826,3.1873712138124484,4.035717178011938,0.027686866024036298,2.6021220116628756,-0.0924607865747497,769.3170741669674,0.5321713125876723,0.006063444092771868,3.0051773966549304,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,56,0.27786205076103426,0.006859185096206843,2.3938057316063692,0.10218680452553273,847.0041855916924,0.43324200647605354,-0.003296817687853137,3.187936504200372,4.034067071774357,0.028340319110783347,2.5842652455663755,-0.06982239112093627,765.7024163134175,0.5315819212269707,0.006648856770659169,3.004357210519159,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,57,0.2661643447424701,0.0176064372781385,2.366912374428237,0.14149278549737312,853.1741106508656,0.434558274962225,-0.0039340966020653435,3.1990514592438464,4.035057865695614,0.02688912747229638,2.600115715729557,-0.10733485820432427,761.6777225166949,0.5336408563801512,0.003912119652994868,2.9912931924361046,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,58,0.2803560993893242,0.012107658390744017,2.39203346770448,0.15251990083885533,858.884005658435,0.4336638391723743,-0.0058779003351082035,3.2055778775228556,4.034795918223892,0.025868739900703142,2.603333222707851,-0.07898607700275988,774.239244518777,0.5346155249906075,0.004308867035891114,3.0069555990435135,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,59,0.2716050795038045,0.018128475272901973,2.40142285179849,0.14340416674743559,852.6679785917173,0.4299410997328415,-0.003088999069879265,3.2016417300076125,4.036354279962784,0.027408577344558083,2.586276768972477,-0.08714674952686008,767.6357764343321,0.5254526286356861,0.006415994712597149,2.998993856242523,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,60,0.24159847694602482,0.014360431893174732,2.3908441258934507,0.14241885415943,856.4559557803988,0.4329042654203031,-0.003558831248361309,3.207405347093546,4.035731615907363,0.027566642563377944,2.5642401757378477,-0.10114319046730014,757.4168441479355,0.5291254643100587,0.0045046969199316065,3.015039974207341,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,61,0.2728423129013825,0.016065436985210017,2.396995009803161,0.1388583589886843,857.3813009836256,0.43465485634514783,-0.004742249554330208,3.2118336060323114,4.036773854295997,0.02529197533040779,2.605540500391142,-0.08850720883255143,767.0118078426874,0.5267333276722588,0.003303802441574641,2.999604217598371,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,62,0.24355234170001944,0.019547319710334212,2.3698310483522285,0.14277423581849302,858.175417473183,0.4398573583142259,-0.005866008041641542,3.219700168806244,4.03548908133199,0.027177444069990887,2.594148147812952,-0.09161279049800546,766.0102805743995,0.5346774839975075,0.0038587008660153385,3.0150368207746685,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,63,0.265296563293199,0.014331526840378908,2.3979243160820953,0.16244795331052717,858.1842351787609,0.42974999979463296,-0.005550274749770866,3.201767098949466,4.031043275504817,0.025515446291787428,2.5966585158042235,-0.0825013410308047,780.3555136659824,0.5266646143215951,0.00647570631575322,3.008216106094751,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,64,0.2772301355869869,0.018559006739705893,2.3928789351617112,0.14174203113439457,851.3086621430805,0.42468586647515155,-0.0031523855333117114,3.2017059827627268,4.033156077762007,0.026814582635232606,2.6048016854859597,-0.09575856607911645,764.8862839154154,0.5330626280399958,0.006682976004449491,3.010915354289665,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,65,0.2973330745120918,0.022375675226962606,2.400639223933411,0.15292941619797107,861.372037405633,0.42648447299743447,-0.0030690582356039716,3.188977442425641,4.032896941920584,0.02851999858795931,2.6051629141523005,-0.0807135191327975,766.2929308588053,0.5246348302970459,0.0041857482443656046,3.0069074886694005,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,66,0.29415166636590184,0.017118541506489313,2.3971465484222687,0.13546066023743433,861.5724232258857,0.4301977145565583,-0.0050698047601118595,3.2025087846356586,4.03401227564972,0.026453309737845127,2.618482250305246,-0.09923109757593977,766.9135569465991,0.5208617636140258,0.003315098527876273,3.004307990180552,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,67,0.2997492546663869,0.018081907336144173,2.4130551924440997,0.14825151725837324,860.2535587695388,0.4294067692407223,-0.0040807195138404095,3.225988151839249,4.028719032559781,0.02422242374397753,2.5878731897418765,-0.09870155626545116,771.957157008053,0.5296676252575973,0.004044580305015995,3.017103331414901,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,68,0.2697252476561063,0.022088879378166268,2.3965435450444437,0.14083137852083885,863.3529957925496,0.4303592134063142,-0.004060845652470263,3.222585404041727,4.028664104346176,0.024942795909472695,2.578740601322489,-0.10272135278200406,767.2311442116879,0.5227489623730508,0.003204791215110086,2.99944817879061,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,69,0.3102349558303636,0.01688996192943053,2.3856313598504806,0.13343096865283316,848.1786067479234,0.42997857354057367,-0.005380180043274523,3.203674720998853,4.031059374339757,0.025695428252656263,2.5961811295403465,-0.09383266651240711,769.4585695360091,0.5239724347591223,0.0056751309846598316,2.9988831380494796,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,70,0.2643371108130662,0.013629374988447518,2.387386932501581,0.15148543931271455,862.8483286794942,0.4294402611535798,-0.0019691717132074935,3.2173406739243666,4.0336775070273285,0.027884763550124203,2.62145408133243,-0.07646425620106673,762.7685430364118,0.5248723865633741,0.00656809551954716,2.997664178482194,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,71,0.25151953766027113,0.020630241078527747,2.3926795585442857,0.14156875051096357,857.684302472018,0.4264673433859914,-0.005334505581140871,3.2342955121463306,4.034056904329101,0.028332351094446324,2.5902015679434034,-0.1022631515931477,766.6954411979648,0.5175338913375942,0.0027341995013464393,2.9930653279246675,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,72,0.2329483131822458,0.024331572219735823,2.3952655730677725,0.16504899212545887,865.2187308859053,0.4311204733878902,-0.005431273646340747,3.216491568519949,4.034270807585262,0.02656431797406837,2.606061780396118,-0.09495919884945084,768.8246854870948,0.5221629021963902,0.0030587451718922702,3.012262972673734,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,73,0.2430181342932451,0.019458829053334202,2.4044538751722633,0.1568608778835364,870.6865234430766,0.4332649991012612,-0.00553416848856149,3.2287283181040136,4.031771293086203,0.028663544067122584,2.5987791371449767,-0.10562278584260566,762.4591273318805,0.5260459877015783,0.002517048192143751,3.019401155638544,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,74,0.24297045268787118,0.020267073847543896,2.3830849284811846,0.14200567254242194,865.5223600697763,0.42891048268739806,-0.0017559667737412485,3.2029597867188695,4.035692711138138,0.027235927163515406,2.607966247532468,-0.10544694182440177,769.6549644924112,0.5267721841892886,0.0034666198417585077,3.0155563793162434,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,75,0.27734120455356964,0.024861430652443842,2.4181094662038083,0.1452355977951767,863.6570951737431,0.42661702783756683,-0.0041081271109640214,3.202098032277333,4.036952690820871,0.02764147605981856,2.5945387472280745,-0.08712377627806736,760.291891596142,0.5196783475706391,0.005702475637181112,3.010504183123238,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
cell_001,76,0.2288745961654651,0.01935561907385844,2.4276059475491483,0.15942650858322008,863.1332643308275,0.4269972575650796,-0.00470133007953764,3.185536706712812,4.033582025237353,0.028378133842437016,2.5766604713436383,-0.10870442957875866,765.3962254678829,0.5231508424390564,0.004711299421238407,2.9917359950032556,0,1.981025444459385,4.2,3.0,34.98655907399657,0,2
